,Summary,Temperature (C),Apparent Temperature (C),Humidity,Pressure (millibars)
48826,Partly Cloudy,27.25,27.955555555555552,0.54,1014.59
48827,Mostly Cloudy,27.811111111111117,27.76666666666667,0.44,1014.38
48828,Mostly Cloudy,28.938888888888894,28.572222222222223,0.4,1014.09
48832,Partly Cloudy,28.93333333333333,28.54444444444444,0.4,1011.6
48839,Mostly Cloudy,21.272222222222226,21.272222222222226,0.73,1012.19
48841,Mostly Cloudy,20.95,20.95,0.77,1012.32
48842,Mostly Cloudy,20.11666666666666,20.11666666666666,0.87,1010.93
48843,Partly Cloudy,20.34444444444445,20.34444444444445,0.79,1011.46
48846,Mostly Cloudy,19.916666666666664,19.916666666666664,0.79,1011.78
48860,Mostly Cloudy,25.977777777777774,25.977777777777774,0.58,1009.47
48861,Mostly Cloudy,22.75,22.75,0.74,1009.89
48862,Overcast,23.72222222222222,23.72222222222222,0.7,1009.81
48863,Overcast,23.061111111111117,23.061111111111117,0.72,1010.38
48864,Mostly Cloudy,21.938888888888886,21.938888888888886,0.77,1010.64
48866,Mostly Cloudy,20.96111111111112,20.96111111111112,0.66,1007.87
48870,Mostly Cloudy,20.95555555555556,20.95555555555556,0.75,1010.46
48871,Mostly Cloudy,21.022222222222226,21.022222222222226,0.74,1010.65
48873,Mostly Cloudy,23.70555555555556,23.70555555555556,0.67,1010.38
48879,Partly Cloudy,28.938888888888894,29.12777777777778,0.46,1008.87
48883,Partly Cloudy,27.77777777777778,28.15,0.49,1007.63
48884,Partly Cloudy,26.12222222222222,26.12222222222222,0.55,1007.7
48888,Partly Cloudy,22.661111111111115,22.661111111111115,0.56,1007.55
48889,Partly Cloudy,21.64444444444444,21.64444444444444,0.6,1007.36
48890,Clear,19.0,19.0,0.91,1008.05
48891,Partly Cloudy,20.46666666666667,20.46666666666667,0.67,1006.98
48893,Mostly Cloudy,19.566666666666663,19.566666666666663,0.74,1006.82
48899,Mostly Cloudy,24.388888888888893,24.388888888888893,0.71,1006.38
48909,Mostly Cloudy,22.2,22.2,0.75,1006.04
48910,Mostly Cloudy,21.13888888888889,21.13888888888889,0.83,1008.45
48911,Mostly Cloudy,20.105555555555554,20.105555555555554,0.84,1006.46
48915,Clear,18.244444444444447,18.244444444444447,0.97,1008.26
48916,Clear,17.68888888888889,17.68888888888889,0.93,1008.08
48919,Partly Cloudy,19.822222222222223,19.822222222222223,0.85,1008.27
48921,Mostly Cloudy,22.10555555555556,22.10555555555556,0.69,1007.97
48922,Mostly Cloudy,22.661111111111115,22.661111111111115,0.67,1007.99
48926,Partly Cloudy,18.511111111111106,18.511111111111106,0.86,1007.91
48927,Mostly Cloudy,20.83888888888889,20.83888888888889,0.8,1007.61
48929,Mostly Cloudy,20.14444444444445,20.14444444444445,0.72,1008.27
48932,Mostly Cloudy,17.883333333333333,17.883333333333333,0.77,1008.89
48933,Overcast,17.733333333333334,17.733333333333334,0.78,1009.22
48936,Overcast,-2.127777777777777,-2.127777777777777,0.96,1029.97
48938,Overcast,-1.6166666666666667,-1.6166666666666667,0.92,1030.59
48940,Overcast,-1.6222222222222231,-1.6222222222222231,0.94,1030.86
48941,Overcast,-2.1722222222222225,-2.1722222222222225,0.99,1030.98
48945,Overcast,-2.1500000000000004,-5.555555555555555,0.96,1032.49
48949,Overcast,-0.9833333333333332,-3.8,0.75,1032.84
48950,Overcast,-0.8555555555555551,-3.816666666666668,0.75,1032.37
48951,Overcast,0.1444444444444433,0.1444444444444433,0.75,1032.1
48952,Overcast,-0.1111111111111107,-0.1111111111111107,0.76,1032.33
48961,Mostly Cloudy,0.7944444444444443,-1.094444444444444,0.75,1021.97
48966,Partly Cloudy,-5.022222222222222,-7.172222222222222,0.92,1023.59
48967,Partly Cloudy,-3.761111111111111,-3.761111111111111,0.92,1023.75
48971,Partly Cloudy,4.027777777777778,1.0055555555555569,0.63,1023.72
48974,Mostly Cloudy,6.300000000000002,4.044444444444445,0.53,1022.43
48975,Mostly Cloudy,5.255555555555556,3.5777777777777766,0.56,1022.13
48976,Mostly Cloudy,5.255555555555556,3.2166666666666663,0.57,1022.13
48978,Overcast,2.9166666666666665,2.9166666666666665,0.75,1022.02
48983,Overcast,1.583333333333334,-0.2388888888888887,0.78,1021.59
48985,Clear,1.555555555555554,1.555555555555554,0.92,1022.32
48988,Clear,0.8277777777777788,-1.122222222222222,0.78,1021.05
48990,Partly Cloudy,-0.1555555555555562,-0.1555555555555562,0.85,1020.81
48995,Mostly Cloudy,9.188888888888888,9.188888888888888,0.61,1021.92
48997,Mostly Cloudy,12.666666666666664,12.666666666666664,0.51,1021.13
48998,Mostly Cloudy,15.072222222222225,15.072222222222225,0.43,1020.73
48999,Mostly Cloudy,14.07222222222222,14.07222222222222,0.5,1020.51
49001,Mostly Cloudy,10.250000000000002,10.250000000000002,0.75,1020.16
49005,Clear,4.861111111111111,3.605555555555557,0.88,1021.48
49006,Clear,4.494444444444446,3.183333333333332,0.87,1021.71
49007,Clear,3.2166666666666663,1.71111111111111,0.91,1022.08
49008,Clear,2.616666666666667,0.9222222222222204,0.92,1022.19
49010,Clear,1.4388888888888909,1.4388888888888909,0.92,1022.39
49011,Clear,1.4555555555555542,1.4555555555555542,0.89,1022.37
49012,Clear,2.0111111111111097,0.1611111111111106,0.92,1022.46
49013,Clear,0.9222222222222204,-2.344444444444444,0.92,1022.57
49015,Clear,1.933333333333332,-1.072222222222222,0.92,1023.49
49016,Clear,3.894444444444444,0.8500000000000006,0.89,1023.46
49017,Clear,7.266666666666666,5.150000000000002,0.73,1023.56
49018,Clear,9.972222222222223,9.43333333333333,0.69,1023.64
49019,Clear,12.938888888888888,12.938888888888888,0.57,1023.32
49020,Clear,15.094444444444449,15.094444444444449,0.43,1022.81
49021,Clear,15.92777777777778,15.92777777777778,0.44,1022.01
49022,Clear,16.20555555555556,16.20555555555556,0.46,1020.93
49023,Clear,15.672222222222224,15.672222222222224,0.47,1020.42
49024,Clear,15.038888888888888,15.038888888888888,0.49,1019.9
49029,Clear,6.111111111111111,4.827777777777777,0.82,1019.64
49030,Clear,6.216666666666665,3.922222222222224,0.79,1019.45
49034,Mostly Cloudy,5.327777777777779,2.3499999999999983,0.8,1018.47
49036,Partly Cloudy,4.366666666666666,1.211111111111111,0.82,1018.2
49037,Partly Cloudy,2.688888888888891,-0.6055555555555555,0.89,1018.43
49041,Partly Cloudy,10.050000000000002,10.050000000000002,0.65,1019.33
49044,Mostly Cloudy,17.200000000000003,17.200000000000003,0.4,1018.34
49045,Mostly Cloudy,17.055555555555557,17.055555555555557,0.37,1017.99
49047,Mostly Cloudy,17.77777777777778,17.77777777777778,0.39,1017.26
49048,Mostly Cloudy,17.188888888888886,17.188888888888886,0.4,1017.28
49049,Mostly Cloudy,14.005555555555556,14.005555555555556,0.53,1017.35
49050,Mostly Cloudy,12.22222222222222,12.22222222222222,0.6,1017.56
49052,Overcast,10.883333333333336,10.883333333333336,0.66,1018.07
49053,Overcast,9.855555555555558,8.361111111111109,0.71,1018.07
49057,Partly Cloudy,10.050000000000002,10.050000000000002,0.85,1020.91
49059,Mostly Cloudy,7.177777777777779,6.155555555555555,0.83,1019.05
49060,Overcast,7.366666666666664,5.361111111111111,0.76,1019.17
49062,Mostly Cloudy,7.266666666666666,5.78888888888889,0.79,1019.65
49068,Mostly Cloudy,14.144444444444446,14.144444444444446,0.75,1021.39
49072,Partly Cloudy,17.38888888888889,17.38888888888889,0.56,1020.07
49073,Mostly Cloudy,15.227777777777776,15.227777777777776,0.7,1019.99
49074,Mostly Cloudy,14.066666666666666,14.066666666666666,0.71,1020.31
49075,Mostly Cloudy,13.922222222222224,13.922222222222224,0.72,1020.6
49078,Mostly Cloudy,10.911111111111111,10.911111111111111,0.84,1021.11
49080,Mostly Cloudy,11.094444444444443,11.094444444444443,0.83,1021.15
49088,Mostly Cloudy,10.144444444444442,10.144444444444442,0.86,1021.27
49091,Partly Cloudy,17.17222222222222,17.17222222222222,0.63,1021.06
49109,Clear,7.066666666666666,4.9833333333333325,1.0,1018.37
49114,Overcast,14.955555555555556,14.955555555555556,0.66,1016.98
49115,Overcast,17.127777777777776,17.127777777777776,0.58,1016.18
49117,Mostly Cloudy,17.17222222222222,17.17222222222222,0.58,1015.63
49118,Overcast,17.155555555555555,17.155555555555555,0.54,1014.78
49120,Overcast,17.049999999999997,17.049999999999997,0.59,1013.58
49122,Overcast,14.938888888888888,14.938888888888888,0.72,1013.16
49124,Overcast,12.855555555555556,12.855555555555556,0.89,1013.19
49128,Overcast,13.244444444444447,13.244444444444447,0.78,1011.41
49130,Overcast,13.216666666666663,13.216666666666663,0.81,1009.98
49131,Overcast,12.733333333333334,12.733333333333334,0.83,1008.24
49133,Mostly Cloudy,12.711111111111112,12.711111111111112,0.78,1007.12
49134,Overcast,12.66111111111111,12.66111111111111,0.78,1006.36
49146,Partly Cloudy,11.266666666666667,11.266666666666667,0.86,1007.81
49149,Overcast,12.22222222222222,12.22222222222222,0.82,1009.5
49150,Mostly Cloudy,10.61111111111111,10.61111111111111,0.85,1010.26
49151,Overcast,9.033333333333331,6.51111111111111,0.88,1010.69
49156,Mostly Cloudy,6.177777777777776,3.866666666666667,0.93,1011.42
49157,Overcast,7.044444444444444,4.044444444444445,0.93,1011.25
49163,Mostly Cloudy,10.316666666666666,10.316666666666666,0.84,1013.14
49164,Partly Cloudy,11.199999999999998,11.199999999999998,0.79,1013.28
49165,Mostly Cloudy,12.838888888888889,12.838888888888889,0.75,1013.11
49166,Mostly Cloudy,13.544444444444444,13.544444444444444,0.68,1013.09
49170,Overcast,7.705555555555555,4.488888888888888,0.83,1015.06
49172,Overcast,7.083333333333333,3.5500000000000003,0.79,1016.04
49174,Overcast,5.5777777777777775,2.188888888888888,0.89,1016.66
49175,Overcast,4.977777777777778,1.861111111111112,0.93,1016.8
49178,Overcast,5.0,1.4444444444444453,0.92,1016.9
49179,Overcast,4.927777777777776,1.761111111111112,0.89,1016.8
49181,Mostly Cloudy,3.888888888888889,0.294444444444445,0.92,1016.8
49182,Overcast,3.888888888888889,0.5222222222222209,0.92,1017.1
49183,Overcast,3.9611111111111126,0.8611111111111095,0.91,1017.37
49184,Overcast,3.822222222222224,0.4222222222222211,0.89,1017.72
49186,Overcast,3.9000000000000017,1.761111111111112,0.92,1018.64
49187,Overcast,4.933333333333335,4.933333333333335,0.87,1018.92
49189,Overcast,4.949999999999998,4.949999999999998,0.93,1019.21
49190,Overcast,4.977777777777778,2.950000000000001,0.87,1019.17
49191,Overcast,3.9611111111111126,0.8111111111111116,0.92,1019.48
49192,Overcast,4.127777777777777,0.8888888888888897,0.9,1019.74
49193,Overcast,2.894444444444445,-1.2055555555555566,0.96,1020.18
49194,Overcast,3.911111111111111,0.8055555555555571,0.92,1020.78
49195,Overcast,3.838888888888887,0.6833333333333316,0.93,1021.56
49196,Overcast,3.888888888888889,-0.6722222222222227,0.92,1022.0
49197,Overcast,3.866666666666667,-0.9111111111111114,0.92,1022.5
49199,Overcast,3.311111111111112,-1.633333333333334,0.96,1023.31
49213,Overcast,-0.8666666666666659,-4.444444444444445,0.87,1033.21
49214,Overcast,-0.9000000000000006,-4.916666666666668,0.87,1033.15
49216,Overcast,-0.9388888888888896,-3.994444444444445,0.86,1033.06
49228,Overcast,2.2666666666666657,-2.8111111111111104,0.96,1024.44
49231,Overcast,2.233333333333335,-2.2388888888888894,0.99,1025.73
49232,Overcast,2.2000000000000006,-2.000000000000001,1.0,1026.49
49233,Overcast,2.2222222222222223,-2.622222222222222,0.99,1026.99
49235,Overcast,2.82777777777778,-2.061111111111112,0.96,1027.67
49236,Overcast,2.82777777777778,-2.061111111111112,0.96,1027.87
49237,Overcast,2.944444444444443,-1.6166666666666667,0.95,1027.92
49238,Overcast,3.916666666666665,-0.3055555555555559,0.91,1027.86
49239,Overcast,3.911111111111111,-0.7944444444444443,0.89,1027.75
49240,Overcast,3.822222222222224,-0.472222222222223,0.92,1027.76
49241,Overcast,3.866666666666667,-0.294444444444445,0.92,1027.96
49242,Overcast,3.866666666666667,0.3500000000000014,0.92,1028.25
49243,Overcast,2.9166666666666665,-0.6388888888888881,0.99,1028.77
49244,Mostly Cloudy,2.8500000000000014,-0.6777777777777771,0.99,1029.26
49246,Overcast,3.383333333333335,0.0888888888888869,0.95,1028.78
49250,Overcast,3.2888888888888896,-1.083333333333333,0.82,1030.25
49251,Overcast,2.755555555555556,-1.3277777777777782,0.85,1030.16
49252,Overcast,2.805555555555554,-1.083333333333333,0.87,1030.38
49253,Overcast,2.2000000000000006,-1.7888888888888883,0.91,1030.96
49257,Mostly Cloudy,3.894444444444444,0.5333333333333338,0.82,1033.04
49260,Mostly Cloudy,7.244444444444444,5.150000000000002,0.72,1033.62
49265,Mostly Cloudy,7.85,5.938888888888887,0.75,1033.68
49273,Mostly Cloudy,5.4,5.4,0.79,1032.86
49287,Partly Cloudy,13.91111111111111,13.91111111111111,0.36,1033.6
49289,Partly Cloudy,12.266666666666666,12.266666666666666,0.51,1032.41
49292,Partly Cloudy,7.083333333333333,7.083333333333333,0.65,1033.2
49293,Clear,6.050000000000001,6.050000000000001,0.73,1033.29
49294,Partly Cloudy,4.994444444444445,3.800000000000002,0.84,1033.13
49295,Mostly Cloudy,5.238888888888889,5.238888888888889,0.83,1033.01
49296,Mostly Cloudy,5.866666666666668,5.866666666666668,0.79,1032.9
49301,Mostly Cloudy,3.572222222222222,3.572222222222222,0.83,1031.73
49303,Mostly Cloudy,4.772222222222224,4.772222222222224,0.81,1031.68
49305,Partly Cloudy,10.005555555555553,10.005555555555553,0.61,1032.29
49306,Partly Cloudy,12.6,12.6,0.51,1032.1
49307,Clear,13.93888888888889,13.93888888888889,0.45,1031.91
49308,Partly Cloudy,15.050000000000002,15.050000000000002,0.39,1031.69
49310,Partly Cloudy,16.06666666666667,16.06666666666667,0.39,1030.33
49314,Partly Cloudy,12.288888888888888,12.288888888888888,0.64,1029.73
49315,Clear,10.32777777777778,10.32777777777778,0.68,1030.5
49316,Clear,7.877777777777778,6.533333333333332,0.75,1031.02
49317,Clear,8.272222222222222,8.272222222222222,0.74,1030.73
49318,Clear,7.322222222222223,5.477777777777778,0.74,1030.86
49319,Clear,7.061111111111112,4.938888888888889,0.79,1030.88
49320,Clear,7.127777777777776,5.127777777777776,0.83,1031.23
49321,Partly Cloudy,6.394444444444443,4.383333333333334,0.62,1026.67
49323,Partly Cloudy,5.438888888888888,5.438888888888888,0.86,1031.07
49324,Partly Cloudy,5.322222222222221,4.200000000000001,0.79,1031.09
49325,Clear,2.2888888888888874,2.2888888888888874,0.92,1031.35
49331,Partly Cloudy,13.866666666666667,13.866666666666667,0.51,1031.0
49333,Mostly Cloudy,16.06111111111111,16.06111111111111,0.4,1029.47
49340,Clear,10.166666666666664,10.166666666666664,0.41,1027.09
49341,Clear,8.455555555555556,6.63888888888889,0.53,1027.19
49342,Clear,8.599999999999998,6.766666666666667,0.45,1027.15
49343,Clear,6.749999999999999,5.716666666666666,0.57,1026.81
49344,Clear,6.172222222222222,5.011111111111113,0.61,1026.52
49347,Partly Cloudy,4.9,2.333333333333335,0.68,1024.84
49349,Partly Cloudy,3.9000000000000017,0.7944444444444443,0.76,1024.03
49351,Mostly Cloudy,7.472222222222224,5.616666666666666,0.71,1023.95
49352,Overcast,11.08888888888889,11.08888888888889,0.56,1023.48
49353,Mostly Cloudy,13.838888888888889,13.838888888888889,0.51,1023.06
49355,Mostly Cloudy,17.21666666666667,17.21666666666667,0.44,1021.55
49356,Partly Cloudy,18.86111111111111,18.86111111111111,0.42,1020.26
49358,Partly Cloudy,20.08888888888889,20.08888888888889,0.39,1017.92
49362,Partly Cloudy,14.255555555555553,14.255555555555553,0.61,1013.57
49364,Partly Cloudy,12.872222222222224,12.872222222222224,0.57,1013.65
49365,Partly Cloudy,10.655555555555557,10.655555555555557,0.66,1013.39
49366,Partly Cloudy,10.02222222222222,10.02222222222222,0.71,1013.26
49371,Clear,9.466666666666663,7.399999999999999,0.65,1011.79
49372,Clear,8.838888888888887,7.03888888888889,0.65,1011.9
49374,Mostly Cloudy,5.144444444444443,2.972222222222223,0.81,1011.89
49377,Mostly Cloudy,15.044444444444444,15.044444444444444,0.51,1012.05
49378,Mostly Cloudy,16.849999999999998,16.849999999999998,0.44,1011.91
49382,Mostly Cloudy,21.06111111111111,21.06111111111111,0.38,1010.17
49384,Partly Cloudy,14.894444444444446,14.894444444444446,0.61,1010.85
49389,Mostly Cloudy,11.644444444444446,11.644444444444446,0.76,1013.34
49391,Overcast,10.533333333333337,10.533333333333337,0.79,1014.09
49393,Overcast,8.383333333333335,7.033333333333331,0.84,1014.59
49394,Overcast,8.311111111111112,7.449999999999998,0.88,1016.11
49395,Overcast,7.711111111111112,6.83888888888889,0.92,1016.21
49396,Overcast,7.750000000000002,6.127777777777778,0.92,1016.78
49401,Mostly Cloudy,7.244444444444444,5.805555555555557,0.79,1019.2
49402,Overcast,7.972222222222222,6.7444444444444445,0.77,1019.43
49403,Overcast,7.799999999999999,7.799999999999999,0.82,1019.61
49404,Mostly Cloudy,8.861111111111112,7.783333333333331,0.71,1019.68
49405,Overcast,9.855555555555558,8.961111111111112,0.67,1018.82
49406,Partly Cloudy,9.944444444444445,9.011111111111113,0.71,1018.29
49410,Overcast,9.877777777777778,8.944444444444445,0.72,1016.67
49411,Overcast,8.93888888888889,7.577777777777778,0.82,1016.82
49413,Mostly Cloudy,8.77222222222222,7.98888888888889,0.8,1016.36
49416,Overcast,8.794444444444444,6.622222222222224,0.81,1014.78
49418,Overcast,7.633333333333335,6.761111111111112,0.89,1013.59
49420,Mostly Cloudy,6.772222222222221,5.7222222222222205,0.92,1013.0
49421,Mostly Cloudy,6.016666666666666,3.766666666666668,0.93,1012.9
49423,Mostly Cloudy,8.577777777777776,6.822222222222223,0.89,1013.28
49424,Mostly Cloudy,8.77222222222222,7.683333333333333,0.89,1013.99
49425,Mostly Cloudy,10.833333333333334,10.833333333333334,0.81,1014.02
49427,Overcast,11.9,11.9,0.81,1014.15
49428,Overcast,10.97222222222222,10.97222222222222,0.86,1014.6
49431,Mostly Cloudy,11.094444444444443,11.094444444444443,0.92,1013.78
49433,Mostly Cloudy,11.066666666666668,11.066666666666668,0.85,1013.59
49436,Overcast,9.81111111111111,9.81111111111111,0.93,1014.71
49441,Clear,5.033333333333335,5.033333333333335,0.99,1017.92
49443,Partly Cloudy,6.266666666666668,5.122222222222222,1.0,1015.31
49449,Partly Cloudy,10.999999999999998,10.999999999999998,0.81,1016.92
49456,Partly Cloudy,15.083333333333334,15.083333333333334,0.42,1015.84
49457,Partly Cloudy,13.905555555555557,13.905555555555557,0.51,1015.79
49458,Clear,12.238888888888887,12.238888888888887,0.6,1016.38
49459,Clear,10.166666666666664,10.166666666666664,0.66,1017.12
49460,Clear,7.244444444444444,7.244444444444444,0.85,1017.7
49461,Clear,7.594444444444445,7.594444444444445,0.83,1018.0
49462,Clear,6.116666666666665,4.883333333333333,0.87,1018.12
49479,Overcast,2.077777777777779,2.077777777777779,0.84,1033.25
49480,Overcast,1.183333333333335,1.183333333333335,0.91,1033.47
49487,Clear,5.394444444444445,5.394444444444445,0.93,1018.31
49488,Clear,4.333333333333332,4.333333333333332,0.99,1018.5
49490,Clear,3.2166666666666663,3.2166666666666663,1.0,1018.31
49497,Clear,13.872222222222222,13.872222222222222,0.66,1019.69
49500,Partly Cloudy,17.22222222222222,17.22222222222222,0.44,1019.26
49505,Partly Cloudy,15.094444444444449,15.094444444444449,0.46,1017.86
49513,Clear,6.300000000000002,6.300000000000002,0.94,1022.88
49514,Mostly Cloudy,6.277777777777776,6.277777777777776,0.89,1020.12
49515,Mostly Cloudy,6.2333333333333325,6.2333333333333325,0.93,1020.22
49524,Partly Cloudy,17.800000000000004,17.800000000000004,0.45,1022.37
49532,Clear,9.97777777777778,9.97777777777778,0.82,1022.99
49533,Clear,9.844444444444443,9.844444444444443,0.74,1023.38
49534,Clear,9.300000000000002,9.300000000000002,0.82,1023.41
49552,Partly Cloudy,0.2333333333333342,-2.361111111111111,0.81,1032.55
49553,Partly Cloudy,-0.8722222222222223,-0.8722222222222223,0.87,1032.56
49554,Partly Cloudy,-1.938888888888888,-1.938888888888888,0.95,1032.4
49555,Clear,-2.6333333333333324,-2.6333333333333324,0.92,1032.07
49572,Mostly Cloudy,2.338888888888889,0.3222222222222213,0.72,1023.59
49576,Mostly Cloudy,1.2055555555555566,1.2055555555555566,0.78,1020.86
49578,Mostly Cloudy,1.022222222222224,-1.4111111111111103,0.84,1020.78
49580,Partly Cloudy,-1.1555555555555546,-4.922222222222222,0.92,1019.78
49586,Partly Cloudy,-4.305555555555555,-8.677777777777779,0.96,1017.38
49590,Clear,-2.5333333333333328,-5.966666666666665,0.98,1016.34
49591,Clear,-0.0944444444444453,-4.6000000000000005,0.86,1016.49
49594,Overcast,0.2500000000000015,-4.972222222222222,0.9,1018.47
49595,Overcast,1.2944444444444434,-4.238888888888888,0.84,1019.16
49596,Overcast,2.3944444444444457,-2.727777777777778,0.83,1019.44
49598,Mostly Cloudy,2.9166666666666665,-0.8333333333333334,0.74,1019.93
49599,Mostly Cloudy,2.994444444444445,-0.8888888888888897,0.68,1020.2
49602,Mostly Cloudy,0.1777777777777779,0.1777777777777779,0.95,1022.72
49606,Overcast,-0.5777777777777773,-0.5777777777777773,0.94,1025.63
49610,Partly Cloudy,-5.283333333333335,-9.905555555555557,0.94,1027.75
49611,Clear,-5.472222222222223,-8.944444444444445,0.94,1027.99
49612,Clear,-5.933333333333334,-10.761111111111113,0.91,1028.33
49632,Clear,-5.2444444444444445,-5.2444444444444445,0.89,1031.58
49649,Partly Cloudy,-1.0166666666666655,-1.0166666666666655,0.6,1032.78
49650,Clear,-2.494444444444444,-5.372222222222224,0.76,1032.69
49651,Clear,-2.755555555555556,-2.755555555555556,0.78,1032.48
49652,Clear,-4.400000000000001,-7.26111111111111,0.88,1032.29
49653,Clear,-4.705555555555555,-4.705555555555555,0.9,1032.02
49654,Clear,-5.027777777777778,-5.027777777777778,0.92,1031.58
49655,Clear,-5.511111111111112,-5.511111111111112,0.92,1030.99
49657,Clear,-6.161111111111111,-6.161111111111111,0.92,1030.28
49658,Clear,-7.244444444444444,-7.244444444444444,1.0,1029.89
49659,Clear,-7.988888888888888,-7.988888888888888,0.99,1029.67
49660,Clear,-7.777777777777778,-7.777777777777778,0.99,1029.2
49664,Partly Cloudy,0.1166666666666671,0.1166666666666671,0.69,1028.78
49668,Partly Cloudy,2.9055555555555537,-0.0222222222222217,0.54,1027.05
49670,Partly Cloudy,2.994444444444445,0.127777777777776,0.56,1025.63
49671,Partly Cloudy,2.9055555555555537,0.2611111111111104,0.54,1025.18
49680,Mostly Cloudy,13.261111111111113,13.261111111111113,0.78,1006.41
49683,Mostly Cloudy,12.755555555555556,12.755555555555556,0.81,1005.33
49684,Overcast,12.566666666666666,12.566666666666666,0.82,1004.94
49687,Overcast,12.72222222222222,12.72222222222222,0.95,1005.18
49688,Overcast,13.822222222222225,13.822222222222225,0.93,1005.28
49689,Overcast,13.866666666666667,13.866666666666667,0.93,1005.29
49690,Overcast,13.827777777777778,13.827777777777778,0.93,1005.2
49691,Overcast,13.91111111111111,13.91111111111111,0.93,1005.01
49692,Overcast,13.91111111111111,13.91111111111111,0.9,1004.81
49693,Overcast,13.861111111111112,13.861111111111112,0.93,1004.6
49694,Overcast,12.894444444444446,12.894444444444446,0.96,1004.23
49696,Overcast,13.038888888888888,13.038888888888888,0.98,1003.73
49698,Overcast,12.8,12.8,1.0,1003.91
49699,Overcast,12.86111111111111,12.86111111111111,0.99,1004.01
49700,Overcast,12.77777777777778,12.77777777777778,1.0,1004.62
49701,Overcast,12.77777777777778,12.77777777777778,1.0,1004.94
49702,Overcast,13.22777777777778,13.22777777777778,0.96,1005.05
49704,Clear,9.47222222222222,9.47222222222222,0.92,1026.63
49706,Clear,8.383333333333335,8.383333333333335,0.96,1026.15
49707,Clear,8.361111111111109,6.561111111111113,0.93,1026.12
49708,Clear,8.95,7.372222222222224,0.95,1025.93
49709,Partly Cloudy,9.894444444444446,8.344444444444447,0.93,1026.23
49710,Clear,12.672222222222224,12.672222222222224,0.83,1026.36
49715,Partly Cloudy,22.2,22.2,0.58,1025.62
49719,Partly Cloudy,24.88333333333334,24.88333333333334,0.42,1022.65
49721,Partly Cloudy,23.79444444444444,23.79444444444444,0.41,1021.67
49725,Mostly Cloudy,16.0,16.0,0.76,1021.34
49726,Mostly Cloudy,15.616666666666667,15.616666666666667,0.76,1021.1
49729,Clear,11.716666666666669,11.716666666666669,0.78,1017.76
49732,Partly Cloudy,11.65,11.65,0.84,1020.04
49737,Partly Cloudy,19.050000000000004,19.050000000000004,0.6,1020.43
49739,Partly Cloudy,22.24444444444445,22.24444444444445,0.38,1019.84
49741,Partly Cloudy,23.688888888888886,23.688888888888886,0.3,1018.93
49743,Partly Cloudy,23.83888888888889,23.83888888888889,0.29,1017.63
49744,Partly Cloudy,23.716666666666665,23.716666666666665,0.29,1017.15
49748,Partly Cloudy,15.95,15.95,0.58,1017.44
49749,Clear,14.238888888888887,14.238888888888887,0.67,1017.56
49750,Clear,13.872222222222222,13.872222222222222,0.66,1017.65
49751,Clear,12.6,12.6,0.73,1017.55
49752,Clear,11.43888888888889,11.43888888888889,0.78,1017.36
49754,Clear,9.36111111111111,8.633333333333333,0.83,1016.85
49755,Clear,8.850000000000001,8.044444444444443,0.89,1016.66
49756,Clear,8.305555555555557,7.583333333333333,0.89,1016.54
49758,Partly Cloudy,12.82777777777778,12.82777777777778,0.72,1016.64
49760,Partly Cloudy,17.33888888888889,17.33888888888889,0.57,1016.62
49766,Partly Cloudy,23.95555555555556,23.95555555555556,0.23,1015.09
49770,Partly Cloudy,23.772222222222226,23.772222222222226,0.28,1014.09
49773,Partly Cloudy,15.305555555555555,15.305555555555555,0.68,1015.19
49776,Mostly Cloudy,11.555555555555554,11.555555555555554,0.83,1015.21
49780,Mostly Cloudy,9.094444444444443,9.094444444444443,0.94,1015.61
49781,Mostly Cloudy,9.216666666666669,9.216666666666669,0.98,1016.39
49783,Mostly Cloudy,17.494444444444447,17.494444444444447,0.66,1016.97
49785,Mostly Cloudy,18.73333333333333,18.73333333333333,0.69,1017.8
49787,Mostly Cloudy,19.07777777777778,19.07777777777778,0.77,1018.28
49792,Partly Cloudy,23.594444444444445,23.594444444444445,0.32,1017.68
49794,Partly Cloudy,21.08333333333333,21.08333333333333,0.4,1018.42
49795,Clear,17.62222222222222,17.62222222222222,0.51,1018.82
49796,Partly Cloudy,13.144444444444442,13.144444444444442,0.7,1019.33
49797,Clear,12.711111111111112,12.711111111111112,0.72,1019.83
49798,Clear,13.305555555555555,13.305555555555555,0.64,1019.8
49799,Clear,11.394444444444442,11.394444444444442,0.72,1020.06
49800,Clear,10.355555555555556,10.355555555555556,0.78,1020.15
49801,Partly Cloudy,12.494444444444447,12.494444444444447,0.73,1014.03
49802,Overcast,9.288888888888888,9.288888888888888,0.84,1020.03
49804,Partly Cloudy,8.055555555555555,8.055555555555555,0.93,1020.2
49805,Partly Cloudy,9.93888888888889,9.93888888888889,0.92,1020.12
49808,Partly Cloudy,17.77777777777778,17.77777777777778,0.52,1019.71
49817,Mostly Cloudy,23.883333333333333,23.883333333333333,0.41,1014.46
49818,Overcast,22.266666666666666,22.266666666666666,0.49,1014.12
49819,Mostly Cloudy,20.26111111111111,20.26111111111111,0.54,1013.8
49823,Partly Cloudy,16.038888888888888,16.038888888888888,0.59,1013.46
49827,Overcast,14.238888888888887,14.238888888888887,0.7,1011.79
49832,Mostly Cloudy,19.88333333333334,19.88333333333334,0.61,1011.49
49833,Mostly Cloudy,22.46111111111112,22.46111111111112,0.52,1011.13
